ticket_id,created_at,category,severity,assigned_group,resolution_days,sla_breach
50848,2025-01-09 14:00:00,Access,Low,Team D,0.9,0
50849,2025-06-25 05:00:00,Network,Medium,Team C,3.99,1
50850,2025-05-26 21:00:00,Endpoint,Low,Team C,4.55,1
50851,2025-01-17 23:00:00,Application,High,Team B,0.07,0
50852,2025-03-11 03:00:00,Access,Low,Team D,4.17,1
50853,2025-04-25 20:00:00,Network,Low,Team A,1.14,0
50854,2025-01-12 14:00:00,Application,Medium,Team D,3.34,1
50855,2025-03-20 17:00:00,Database,High,Team B,0.24,0
50856,2025-01-03 02:00:00,Network,High,Team A,0.38,0
50857,2025-06-11 00:00:00,Application,Low,Team C,7.71,1
50858,2025-04-19 06:00:00,Database,Critical,Team D,1.08,0
50859,2025-01-14 11:00:00,Endpoint,Medium,Team D,3.2,1
50860,2025-06-17 05:00:00,Network,Medium,Team C,2.77,0
50861,2025-06-19 04:00:00,Network,High,Team B,3.08,1
50862,2025-04-11 22:00:00,Endpoint,Low,Team A,2.89,0
50863,2025-03-17 04:00:00,Network,Low,Team C,4.91,1
50864,2025-03-02 04:00:00,Access,Critical,Team A,1.8,0
50865,2025-03-31 20:00:00,Application,Low,Team B,1.11,0
50866,2025-03-16 02:00:00,Database,High,Team A,5.19,1
50867,2025-04-16 18:00:00,Database,High,Team A,0.88,0
50868,2025-05-18 06:00:00,Application,Low,Team D,1.99,0
50869,2025-04-19 04:00:00,Access,High,Team C,3.87,1
50870,2025-03-14 00:00:00,Network,Low,Team A,4.95,1
50871,2025-06-02 20:00:00,Endpoint,Medium,Team A,5.97,1
50872,2025-04-06 00:00:00,Endpoint,Low,Team C,2.16,0
50873,2025-03-07 14:00:00,Network,Low,Team C,2.55,0
50874,2025-04-19 09:00:00,Database,High,Team B,1.38,0
50875,2025-02-10 02:00:00,Application,Medium,Team C,0.67,0
50876,2025-02-25 09:00:00,Application,Low,Team A,0.03,0
50877,2025-05-27 20:00:00,Database,High,Team D,0.5,0
50878,2025-06-25 02:00:00,Application,Low,Team B,7.82,1
50879,2025-02-22 00:00:00,Database,Medium,Team C,3.28,1
50880,2025-03-06 17:00:00,Access,High,Team C,1.3,0
50881,2025-01-03 11:00:00,Network,Low,Team C,0.84,0
50882,2025-05-14 21:00:00,Database,Medium,Team B,0.13,0
50883,2025-01-05 21:00:00,Access,Medium,Team B,0.02,0
50884,2025-01-12 21:00:00,Database,Low,Team C,2.81,0
50885,2025-03-12 12:00:00,Access,Low,Team B,8.48,1
50886,2025-01-01 18:00:00,Access,Medium,Team D,0.59,0
50887,2025-02-11 21:00:00,Access,Low,Team A,0.64,0
50888,2025-06-03 21:00:00,Network,High,Team D,5.46,1
50889,2025-06-25 11:00:00,Database,Low,Team A,1.84,0
50890,2025-05-20 00:00:00,Database,Medium,Team B,0.38,0
50891,2025-01-06 00:00:00,Database,Low,Team C,0.09,0
50892,2025-04-22 05:00:00,Access,Medium,Team B,1.66,0
50893,2025-04-16 13:00:00,Application,Medium,Team D,1.2,0
50894,2025-06-24 14:00:00,Application,High,Team D,1.13,0
50895,2025-05-25 14:00:00,Database,Medium,Team B,6.96,1
50896,2025-04-19 01:00:00,Application,Low,Team C,0.61,0
50897,2025-06-27 15:00:00,Application,High,Team C,1.34,0
50898,2025-04-18 11:00:00,Application,Low,Team A,0.48,0
50899,2025-02-17 04:00:00,Access,High,Team D,0.78,0
50900,2025-01-09 06:00:00,Database,Critical,Team A,2.9,0
50901,2025-01-17 17:00:00,Database,Low,Team B,0.44,0
50902,2025-06-28 07:00:00,Endpoint,Low,Team A,2.26,0
50903,2025-06-08 09:00:00,Endpoint,High,Team C,0.28,0
50904,2025-01-01 16:00:00,Application,High,Team D,0.42,0
50905,2025-05-06 14:00:00,Database,Medium,Team C,0.05,0
50906,2025-02-13 12:00:00,Application,High,Team A,1.99,0
50907,2025-02-18 22:00:00,Access,High,Team B,9.28,1
50908,2025-03-18 15:00:00,Database,Medium,Team A,2.14,0
50909,2025-02-25 18:00:00,Access,Medium,Team C,5.14,1
50910,2025-01-27 15:00:00,Access,Medium,Team D,1.49,0
50911,2025-01-20 01:00:00,Database,Low,Team A,2.28,0
50912,2025-02-11 21:00:00,Application,Low,Team D,5.19,1
50913,2025-02-14 19:00:00,Endpoint,Medium,Team D,0.18,0
50914,2025-02-03 13:00:00,Application,Medium,Team A,1.82,0
50915,2025-02-05 22:00:00,Endpoint,Low,Team C,1.71,0
50916,2025-06-11 19:00:00,Network,High,Team B,0.07,0
50917,2025-05-12 15:00:00,Endpoint,Medium,Team C,0.34,0
50918,2025-03-02 14:00:00,Database,Low,Team A,1.61,0
50919,2025-04-20 12:00:00,Endpoint,Low,Team D,1.38,0
50920,2025-02-19 17:00:00,Network,Critical,Team C,0.84,0
50921,2025-04-30 08:00:00,Endpoint,Low,Team B,2.39,0
50922,2025-03-31 17:00:00,Application,Medium,Team D,0.89,0
50923,2025-01-14 14:00:00,Endpoint,Low,Team B,2.93,0
50924,2025-03-20 21:00:00,Database,Low,Team D,3.31,1
50925,2025-01-14 09:00:00,Database,High,Team B,2.07,0
50926,2025-04-09 11:00:00,Access,Medium,Team B,0.65,0
50927,2025-06-25 03:00:00,Application,High,Team A,3.25,1
50928,2025-03-18 04:00:00,Application,Low,Team A,0.58,0
50929,2025-05-30 04:00:00,Endpoint,Medium,Team D,0.72,0
50930,2025-04-18 20:00:00,Endpoint,Low,Team A,1.88,0
50931,2025-05-07 17:00:00,Database,High,Team A,2.34,0
50932,2025-03-06 14:00:00,Access,High,Team B,0.93,0
50933,2025-01-10 21:00:00,Network,Medium,Team D,1.79,0
50934,2025-02-13 00:00:00,Endpoint,Low,Team B,0.57,0
50935,2025-04-10 07:00:00,Application,Low,Team A,3.17,1
50936,2025-05-22 09:00:00,Endpoint,Low,Team A,9.69,1
50937,2025-03-27 08:00:00,Access,High,Team C,2.4,0
50938,2025-01-06 00:00:00,Application,Low,Team B,0.77,0
50939,2025-05-09 08:00:00,Access,Low,Team A,0.86,0
50940,2025-01-08 15:00:00,Application,Medium,Team D,0.06,0
50941,2025-06-05 11:00:00,Endpoint,Medium,Team D,2.08,0
50942,2025-03-16 17:00:00,Access,High,Team A,1.83,0
50943,2025-01-14 17:00:00,Database,High,Team A,6.18,1
50944,2025-04-15 22:00:00,Application,High,Team A,1.03,0
50945,2025-02-13 10:00:00,Access,Medium,Team D,5.4,1
50946,2025-02-24 07:00:00,Access,Medium,Team A,2.86,0
50947,2025-06-25 22:00:00,Network,High,Team B,0.68,0
50948,2025-02-26 08:00:00,Network,Low,Team C,0.03,0
50949,2025-04-25 11:00:00,Endpoint,Medium,Team C,2.59,0
50950,2025-06-21 07:00:00,Database,Medium,Team C,1.37,0
50951,2025-04-23 12:00:00,Database,Low,Team B,6.53,1
50952,2025-01-01 05:00:00,Access,Medium,Team A,0.04,0
50953,2025-06-06 14:00:00,Access,Medium,Team C,1.48,0
50954,2025-03-27 22:00:00,Access,Low,Team D,3.11,1
50955,2025-03-11 07:00:00,Application,Low,Team A,3.12,1
50956,2025-03-07 09:00:00,Endpoint,Low,Team D,2.23,0
50957,2025-01-17 01:00:00,Endpoint,Medium,Team C,1.0,0
50958,2025-05-02 17:00:00,Network,Medium,Team B,0.14,0
50959,2025-04-06 05:00:00,Access,Low,Team C,0.72,0
50960,2025-05-04 21:00:00,Access,Low,Team C,2.11,0
50961,2025-06-12 02:00:00,Application,Medium,Team A,2.95,0
50962,2025-02-22 18:00:00,Access,Critical,Team A,3.4,1
50963,2025-01-09 22:00:00,Access,High,Team C,2.98,0
50964,2025-06-09 10:00:00,Endpoint,Medium,Team B,0.78,0
50965,2025-05-05 18:00:00,Access,Medium,Team D,2.37,0
50966,2025-03-18 13:00:00,Application,High,Team D,6.95,1
50967,2025-05-31 23:00:00,Application,Medium,Team B,0.29,0
50968,2025-04-27 07:00:00,Database,Low,Team A,2.63,0
50969,2025-01-07 00:00:00,Database,Medium,Team C,1.06,0
50970,2025-04-16 12:00:00,Network,Low,Team C,0.51,0
50971,2025-02-04 20:00:00,Application,Medium,Team C,0.77,0
50972,2025-06-02 20:00:00,Application,Medium,Team D,0.36,0
50973,2025-02-26 01:00:00,Endpoint,High,Team B,3.38,1
50974,2025-03-16 05:00:00,Database,Low,Team B,0.98,0
50975,2025-06-16 06:00:00,Network,Medium,Team C,5.55,1
50976,2025-04-02 14:00:00,Endpoint,Medium,Team C,6.79,1
50977,2025-05-14 14:00:00,Endpoint,Low,Team B,6.75,1
50978,2025-05-05 10:00:00,Database,Medium,Team D,0.34,0
50979,2025-02-20 13:00:00,Endpoint,High,Team A,0.85,0
50980,2025-05-10 09:00:00,Database,Low,Team C,0.74,0
50981,2025-05-23 21:00:00,Application,Low,Team B,5.12,1
50982,2025-01-16 08:00:00,Application,Low,Team D,0.18,0
50983,2025-01-08 03:00:00,Database,High,Team A,1.78,0
50984,2025-05-11 21:00:00,Access,Medium,Team B,1.33,0
50985,2025-01-30 23:00:00,Access,Medium,Team C,7.48,1
50986,2025-04-14 14:00:00,Network,Low,Team B,6.61,1
50987,2025-06-25 06:00:00,Access,Medium,Team D,1.1,0
50988,2025-05-19 15:00:00,Network,Low,Team C,1.16,0
50989,2025-03-02 05:00:00,Database,Low,Team B,0.97,0
50990,2025-01-07 11:00:00,Database,Low,Team B,3.11,1
50991,2025-05-16 16:00:00,Database,Low,Team C,0.21,0
50992,2025-06-03 01:00:00,Network,Low,Team C,0.25,0
50993,2025-03-20 09:00:00,Endpoint,High,Team D,2.44,0
50994,2025-03-05 14:00:00,Network,Critical,Team C,0.03,0
50995,2025-05-22 12:00:00,Endpoint,Low,Team D,2.22,0
50996,2025-06-17 22:00:00,Application,Low,Team B,0.28,0
50997,2025-05-24 16:00:00,Application,High,Team C,3.09,1
50998,2025-03-17 17:00:00,Endpoint,High,Team D,2.69,0
50999,2025-01-21 22:00:00,Endpoint,Medium,Team B,0.4,0
51000,2025-03-21 02:00:00,Access,Low,Team A,2.83,0
51001,2025-01-20 00:00:00,Endpoint,Low,Team B,3.12,1
51002,2025-04-13 06:00:00,Endpoint,High,Team C,5.2,1
51003,2025-03-09 00:00:00,Database,High,Team D,2.58,0
51004,2025-05-28 01:00:00,Network,Medium,Team A,4.04,1
51005,2025-02-10 05:00:00,Endpoint,High,Team D,2.03,0
51006,2025-01-11 16:00:00,Database,Low,Team D,1.96,0
51007,2025-02-18 05:00:00,Endpoint,Low,Team A,2.25,0
51008,2025-02-09 15:00:00,Access,Low,Team A,1.04,0
51009,2025-03-15 19:00:00,Endpoint,Low,Team D,0.52,0
51010,2025-01-26 20:00:00,Endpoint,High,Team C,1.07,0
51011,2025-05-14 16:00:00,Database,High,Team A,1.8,0
51012,2025-02-05 08:00:00,Endpoint,Low,Team C,2.34,0
51013,2025-06-01 18:00:00,Database,Low,Team A,1.22,0
51014,2025-05-10 17:00:00,Network,Low,Team D,0.8,0
51015,2025-03-16 07:00:00,Database,Low,Team A,0.57,0
51016,2025-02-02 13:00:00,Network,High,Team D,0.4,0
51017,2025-06-15 05:00:00,Endpoint,Medium,Team A,1.29,0
51018,2025-01-13 00:00:00,Network,Medium,Team A,2.45,0
51019,2025-03-22 19:00:00,Application,Low,Team A,3.54,1
51020,2025-04-20 10:00:00,Application,Medium,Team B,0.85,0
51021,2025-05-23 03:00:00,Database,Medium,Team A,1.89,0
51022,2025-01-14 10:00:00,Access,Low,Team B,1.3,0
51023,2025-04-09 21:00:00,Endpoint,Low,Team C,6.78,1
51024,2025-04-26 20:00:00,Application,Medium,Team C,4.28,1
51025,2025-04-26 22:00:00,Access,Medium,Team A,4.28,1
51026,2025-06-27 14:00:00,Database,Low,Team C,1.73,0
51027,2025-05-24 08:00:00,Network,Low,Team A,1.15,0
51028,2025-06-24 04:00:00,Endpoint,Low,Team B,2.11,0
51029,2025-06-25 10:00:00,Network,High,Team C,0.35,0
51030,2025-06-11 19:00:00,Endpoint,Low,Team D,4.29,1
51031,2025-02-06 00:00:00,Application,Low,Team A,0.63,0
51032,2025-01-16 11:00:00,Access,High,Team A,3.51,1
51033,2025-03-25 05:00:00,Database,High,Team C,0.71,0
51034,2025-04-30 07:00:00,Endpoint,Low,Team C,1.48,0
51035,2025-06-13 17:00:00,Application,Medium,Team C,2.96,0
51036,2025-04-16 11:00:00,Database,Low,Team A,1.0,0
51037,2025-05-20 19:00:00,Endpoint,Low,Team D,0.89,0
51038,2025-02-28 05:00:00,Application,Low,Team A,4.38,1
51039,2025-01-18 04:00:00,Database,Low,Team A,0.14,0
51040,2025-03-02 01:00:00,Network,Low,Team B,3.68,1
51041,2025-05-01 00:00:00,Access,Low,Team A,5.27,1
51042,2025-02-22 18:00:00,Access,High,Team A,1.66,0
51043,2025-06-28 22:00:00,Network,Low,Team A,2.38,0
51044,2025-04-29 05:00:00,Access,Low,Team D,3.95,1
51045,2025-03-02 14:00:00,Access,High,Team C,1.14,0
51046,2025-02-11 22:00:00,Endpoint,Low,Team A,4.22,1
51047,2025-02-20 19:00:00,Application,Low,Team B,0.93,0
51048,2025-05-02 12:00:00,Network,High,Team B,0.73,0
51049,2025-01-10 11:00:00,Application,Low,Team C,8.17,1
51050,2025-04-10 09:00:00,Access,Medium,Team B,0.06,0
51051,2025-03-06 14:00:00,Application,Medium,Team B,0.77,0
51052,2025-05-08 09:00:00,Database,Low,Team D,1.23,0
51053,2025-03-21 21:00:00,Network,Low,Team A,0.74,0
51054,2025-01-05 17:00:00,Network,Medium,Team A,0.66,0
51055,2025-03-31 15:00:00,Network,Medium,Team A,0.93,0
51056,2025-01-18 19:00:00,Endpoint,Medium,Team A,1.02,0
51057,2025-05-21 18:00:00,Application,Low,Team A,0.15,0
51058,2025-02-20 16:00:00,Application,Low,Team B,2.99,0
51059,2025-03-23 00:00:00,Endpoint,Low,Team D,0.37,0
51060,2025-02-09 20:00:00,Network,High,Team A,0.08,0
51061,2025-01-07 00:00:00,Endpoint,Low,Team B,1.79,0
51062,2025-01-26 08:00:00,Endpoint,High,Team C,2.21,0
51063,2025-03-29 17:00:00,Access,Low,Team B,2.86,0
51064,2025-06-25 18:00:00,Network,Low,Team D,0.18,0
51065,2025-04-06 02:00:00,Database,Medium,Team A,0.38,0
51066,2025-04-16 18:00:00,Access,Low,Team A,0.4,0
51067,2025-03-23 09:00:00,Network,Medium,Team A,1.8,0
51068,2025-03-18 02:00:00,Network,High,Team D,4.41,1
51069,2025-06-17 19:00:00,Network,High,Team C,2.45,0
51070,2025-04-08 14:00:00,Application,Low,Team C,0.76,0
51071,2025-01-21 19:00:00,Network,Low,Team B,3.84,1
51072,2025-04-24 21:00:00,Network,High,Team B,2.22,0
51073,2025-01-02 22:00:00,Database,High,Team A,2.33,0
51074,2025-02-19 11:00:00,Network,Low,Team A,6.31,1
51075,2025-06-27 17:00:00,Endpoint,High,Team A,6.01,1
51076,2025-01-25 17:00:00,Network,Medium,Team B,0.97,0
51077,2025-03-11 14:00:00,Network,Low,Team A,2.02,0
51078,2025-04-30 14:00:00,Network,High,Team B,0.45,0
51079,2025-01-22 07:00:00,Application,Low,Team B,1.06,0
51080,2025-02-17 15:00:00,Access,Low,Team D,0.64,0
51081,2025-03-28 12:00:00,Application,Medium,Team A,0.92,0
51082,2025-05-06 10:00:00,Database,Low,Team A,2.25,0
51083,2025-04-03 01:00:00,Database,Medium,Team B,0.47,0
51084,2025-06-06 01:00:00,Endpoint,Medium,Team B,0.4,0
51085,2025-05-07 14:00:00,Endpoint,Low,Team B,0.95,0
51086,2025-01-24 06:00:00,Database,Low,Team D,0.21,0
51087,2025-03-15 07:00:00,Access,Medium,Team D,3.36,1
51088,2025-06-04 09:00:00,Access,High,Team B,6.36,1
51089,2025-05-15 09:00:00,Database,High,Team D,3.23,1
51090,2025-02-28 12:00:00,Network,Low,Team D,1.52,0
51091,2025-04-23 09:00:00,Application,Medium,Team C,2.24,0
51092,2025-03-17 16:00:00,Application,Low,Team A,3.28,1
51093,2025-05-18 15:00:00,Network,Low,Team B,0.14,0
51094,2025-04-01 00:00:00,Access,Medium,Team C,1.08,0
51095,2025-06-13 18:00:00,Application,Low,Team C,0.31,0
51096,2025-01-28 02:00:00,Application,High,Team D,0.19,0
51097,2025-05-19 23:00:00,Endpoint,High,Team B,2.85,0
51098,2025-06-10 14:00:00,Access,Low,Team D,3.9,1
51099,2025-03-09 04:00:00,Database,Low,Team C,0.18,0
51100,2025-06-19 11:00:00,Database,High,Team C,0.39,0
51101,2025-03-30 13:00:00,Network,Low,Team C,0.5,0
51102,2025-03-26 14:00:00,Application,Low,Team A,3.89,1
51103,2025-05-17 23:00:00,Database,Low,Team B,4.9,1
51104,2025-04-05 20:00:00,Network,Low,Team A,2.9,0
51105,2025-06-11 22:00:00,Endpoint,Critical,Team C,3.18,1
51106,2025-06-16 15:00:00,Access,Low,Team C,0.84,0
51107,2025-06-06 09:00:00,Application,Low,Team C,1.05,0
51108,2025-02-16 15:00:00,Application,High,Team A,0.66,0
51109,2025-04-16 12:00:00,Network,Medium,Team D,6.36,1
51110,2025-01-29 04:00:00,Application,Medium,Team B,2.6,0
51111,2025-05-08 06:00:00,Access,Low,Team D,0.84,0
51112,2025-02-22 15:00:00,Database,Low,Team D,0.29,0
51113,2025-06-16 10:00:00,Network,Critical,Team C,0.43,0
51114,2025-05-20 08:00:00,Access,Low,Team A,0.46,0
51115,2025-05-10 21:00:00,Application,High,Team D,1.91,0
51116,2025-04-20 22:00:00,Database,High,Team A,4.67,1
51117,2025-05-08 12:00:00,Access,Low,Team A,4.06,1
51118,2025-04-07 02:00:00,Database,High,Team A,0.14,0
51119,2025-06-05 15:00:00,Database,Low,Team B,2.47,0
51120,2025-02-15 01:00:00,Network,High,Team D,0.37,0
51121,2025-02-21 03:00:00,Application,Medium,Team C,0.74,0
51122,2025-03-03 16:00:00,Endpoint,Low,Team C,1.57,0
51123,2025-03-21 05:00:00,Endpoint,Medium,Team B,3.68,1
51124,2025-05-06 01:00:00,Endpoint,High,Team D,0.54,0
51125,2025-01-18 13:00:00,Access,Medium,Team C,4.14,1
51126,2025-05-11 00:00:00,Endpoint,Medium,Team A,2.65,0
51127,2025-03-18 10:00:00,Application,Medium,Team C,2.24,0
51128,2025-04-14 18:00:00,Endpoint,Medium,Team D,0.29,0
51129,2025-06-21 12:00:00,Database,Low,Team A,1.29,0
51130,2025-01-17 12:00:00,Database,Medium,Team B,0.64,0
51131,2025-02-16 08:00:00,Database,Medium,Team C,1.77,0
51132,2025-05-04 23:00:00,Endpoint,Low,Team C,2.24,0
51133,2025-03-17 12:00:00,Application,Low,Team B,0.14,0
51134,2025-04-16 06:00:00,Application,High,Team D,2.07,0
51135,2025-05-14 15:00:00,Endpoint,Low,Team A,1.38,0
51136,2025-01-01 06:00:00,Application,Low,Team C,3.65,1
51137,2025-01-05 02:00:00,Endpoint,Low,Team D,3.15,1
51138,2025-03-04 02:00:00,Application,Low,Team A,1.07,0
51139,2025-04-25 10:00:00,Network,Low,Team C,7.48,1
51140,2025-06-26 01:00:00,Network,Low,Team D,1.77,0
51141,2025-06-21 09:00:00,Application,High,Team D,6.63,1
51142,2025-05-14 23:00:00,Database,Low,Team B,2.54,0
51143,2025-04-07 11:00:00,Network,Critical,Team C,1.05,0
51144,2025-04-11 11:00:00,Access,Low,Team A,0.53,0
51145,2025-03-04 05:00:00,Endpoint,Medium,Team C,1.25,0
51146,2025-02-11 03:00:00,Access,Medium,Team B,5.5,1
51147,2025-03-27 11:00:00,Application,Medium,Team A,0.28,0
51148,2025-05-07 10:00:00,Application,Low,Team D,1.23,0
51149,2025-04-03 09:00:00,Database,Medium,Team B,0.85,0
51150,2025-04-30 00:00:00,Network,Low,Team A,4.04,1
51151,2025-05-25 15:00:00,Network,Low,Team A,3.26,1
51152,2025-01-26 07:00:00,Access,Low,Team C,1.61,0
51153,2025-04-19 03:00:00,Network,Low,Team D,1.07,0
51154,2025-02-24 00:00:00,Application,Low,Team B,2.31,0
51155,2025-04-15 17:00:00,Database,Medium,Team D,6.12,1
51156,2025-04-10 18:00:00,Endpoint,Critical,Team B,0.21,0
51157,2025-05-03 22:00:00,Access,Low,Team C,4.58,1
51158,2025-03-21 13:00:00,Access,Low,Team A,0.7,0
51159,2025-04-14 00:00:00,Endpoint,Low,Team C,0.01,0
51160,2025-02-06 05:00:00,Application,Medium,Team B,2.7,0
51161,2025-04-22 13:00:00,Access,High,Team D,3.11,1
51162,2025-01-11 11:00:00,Network,Low,Team A,0.73,0
51163,2025-06-12 08:00:00,Network,High,Team B,3.01,1
51164,2025-01-05 02:00:00,Network,Low,Team A,3.2,1
51165,2025-02-24 16:00:00,Database,Low,Team A,2.25,0
51166,2025-06-10 23:00:00,Endpoint,Low,Team C,0.08,0
51167,2025-01-25 08:00:00,Application,Low,Team B,2.2,0
51168,2025-02-13 07:00:00,Network,Low,Team D,5.39,1
51169,2025-06-25 04:00:00,Network,Low,Team C,1.94,0
51170,2025-06-24 06:00:00,Database,Medium,Team C,0.91,0
51171,2025-04-11 14:00:00,Network,Low,Team C,1.66,0
51172,2025-01-28 08:00:00,Database,Low,Team B,9.97,1
51173,2025-02-27 01:00:00,Endpoint,Low,Team B,1.28,0
51174,2025-05-27 13:00:00,Access,High,Team A,3.68,1
51175,2025-05-20 04:00:00,Network,Low,Team A,0.3,0
51176,2025-04-18 09:00:00,Network,Low,Team A,0.12,0
51177,2025-05-10 20:00:00,Endpoint,Low,Team A,0.99,0
51178,2025-01-17 23:00:00,Access,Low,Team C,0.3,0
51179,2025-03-24 06:00:00,Database,Medium,Team D,0.8,0
51180,2025-02-24 15:00:00,Access,Low,Team A,2.51,0
51181,2025-05-09 06:00:00,Network,Low,Team B,1.18,0
51182,2025-01-12 11:00:00,Endpoint,High,Team A,0.77,0
51183,2025-05-03 09:00:00,Application,Critical,Team B,4.44,1
51184,2025-05-02 11:00:00,Endpoint,High,Team D,0.02,0
51185,2025-05-07 03:00:00,Database,Critical,Team C,3.36,1
51186,2025-01-31 14:00:00,Database,Medium,Team D,1.94,0
51187,2025-01-06 15:00:00,Network,Critical,Team D,0.1,0
51188,2025-03-15 01:00:00,Endpoint,Low,Team C,0.07,0
51189,2025-03-16 09:00:00,Application,Medium,Team B,0.38,0
51190,2025-05-03 01:00:00,Endpoint,Critical,Team D,7.58,1
51191,2025-01-01 23:00:00,Database,Medium,Team C,0.18,0
51192,2025-02-22 16:00:00,Endpoint,Critical,Team B,2.69,0
51193,2025-06-04 23:00:00,Network,Low,Team B,1.03,0
51194,2025-04-17 16:00:00,Database,Low,Team B,0.54,0
51195,2025-04-10 01:00:00,Endpoint,Low,Team C,1.71,0
51196,2025-06-03 22:00:00,Endpoint,Low,Team A,0.92,0
51197,2025-05-28 14:00:00,Network,High,Team C,0.74,0
51198,2025-01-20 01:00:00,Network,High,Team D,0.55,0
51199,2025-04-27 05:00:00,Endpoint,Medium,Team C,1.22,0
51200,2025-06-23 20:00:00,Application,Low,Team C,0.37,0
51201,2025-05-11 13:00:00,Database,Low,Team D,3.82,1
51202,2025-05-31 18:00:00,Endpoint,Medium,Team C,1.79,0
51203,2025-04-03 14:00:00,Network,Medium,Team C,0.13,0
51204,2025-03-23 07:00:00,Database,Low,Team D,1.22,0
51205,2025-04-14 22:00:00,Network,Low,Team A,1.99,0
51206,2025-03-11 14:00:00,Database,Medium,Team A,3.96,1
51207,2025-02-18 05:00:00,Endpoint,High,Team B,0.05,0
51208,2025-05-05 08:00:00,Access,Low,Team A,1.22,0
51209,2025-06-18 15:00:00,Access,Low,Team C,2.45,0
51210,2025-01-22 19:00:00,Database,Medium,Team D,0.44,0
51211,2025-05-27 20:00:00,Network,Low,Team B,0.5,0
51212,2025-03-24 09:00:00,Network,Critical,Team C,1.35,0
51213,2025-02-07 10:00:00,Network,Low,Team B,4.32,1
51214,2025-01-05 03:00:00,Endpoint,High,Team D,1.02,0
51215,2025-06-01 02:00:00,Database,Low,Team C,1.33,0
51216,2025-04-28 15:00:00,Endpoint,Medium,Team B,2.02,0
51217,2025-03-11 20:00:00,Access,Low,Team B,0.74,0
51218,2025-06-28 07:00:00,Access,Critical,Team A,4.04,1
51219,2025-02-18 18:00:00,Network,Low,Team B,6.53,1
51220,2025-04-08 18:00:00,Network,Medium,Team A,2.1,0
51221,2025-04-07 23:00:00,Database,High,Team A,2.03,0
51222,2025-01-10 08:00:00,Access,Low,Team D,2.24,0
51223,2025-06-18 18:00:00,Database,High,Team A,0.43,0
51224,2025-03-02 00:00:00,Access,High,Team B,2.64,0
51225,2025-01-07 10:00:00,Application,Low,Team A,0.85,0
51226,2025-02-14 13:00:00,Database,Low,Team A,10.03,1
51227,2025-01-13 13:00:00,Application,Medium,Team B,2.79,0
51228,2025-05-14 23:00:00,Endpoint,High,Team D,1.75,0
51229,2025-04-20 01:00:00,Access,Low,Team D,4.87,1
51230,2025-01-18 18:00:00,Application,Medium,Team B,7.02,1
51231,2025-03-01 21:00:00,Endpoint,Low,Team C,3.41,1
51232,2025-02-14 11:00:00,Database,Medium,Team C,2.83,0
51233,2025-05-02 03:00:00,Application,Low,Team B,0.13,0
51234,2025-04-12 18:00:00,Application,Low,Team A,2.45,0
51235,2025-06-14 05:00:00,Endpoint,Medium,Team B,0.82,0
51236,2025-03-22 19:00:00,Application,High,Team B,5.32,1
51237,2025-05-04 20:00:00,Endpoint,Low,Team C,1.89,0
51238,2025-06-17 22:00:00,Access,Medium,Team C,0.93,0
51239,2025-06-07 19:00:00,Access,Medium,Team B,0.83,0
51240,2025-01-31 17:00:00,Access,Medium,Team A,1.62,0
51241,2025-03-29 07:00:00,Application,Medium,Team D,1.35,0
51242,2025-01-31 20:00:00,Application,Low,Team B,0.99,0
51243,2025-03-20 11:00:00,Network,Medium,Team B,0.47,0
51244,2025-02-09 08:00:00,Network,Low,Team D,3.18,1
51245,2025-06-07 13:00:00,Endpoint,High,Team C,1.14,0
51246,2025-03-13 23:00:00,Application,Medium,Team A,0.21,0
51247,2025-02-25 15:00:00,Endpoint,Low,Team C,0.18,0
51248,2025-04-20 13:00:00,Database,Low,Team D,0.54,0
51249,2025-06-16 18:00:00,Application,Low,Team D,1.61,0
51250,2025-03-06 20:00:00,Database,Low,Team D,0.32,0
51251,2025-06-01 06:00:00,Application,Medium,Team D,0.48,0
51252,2025-01-30 14:00:00,Access,Critical,Team A,1.39,0
51253,2025-03-17 17:00:00,Endpoint,Medium,Team B,0.49,0
51254,2025-02-13 01:00:00,Network,Medium,Team B,3.9,1
51255,2025-02-26 16:00:00,Access,Medium,Team D,1.78,0
51256,2025-04-23 02:00:00,Network,Medium,Team A,0.18,0
51257,2025-05-22 02:00:00,Application,Low,Team D,0.3,0
51258,2025-03-30 15:00:00,Database,High,Team A,0.43,0
51259,2025-03-29 07:00:00,Database,Low,Team B,1.99,0
51260,2025-01-04 18:00:00,Access,Critical,Team A,0.22,0
51261,2025-03-11 12:00:00,Network,Low,Team B,0.09,0
51262,2025-06-16 21:00:00,Endpoint,Medium,Team A,2.61,0
51263,2025-06-18 17:00:00,Endpoint,Low,Team C,1.3,0
51264,2025-03-30 11:00:00,Endpoint,Low,Team A,3.78,1
51265,2025-05-12 12:00:00,Network,High,Team D,3.15,1
51266,2025-01-11 22:00:00,Database,Medium,Team C,0.64,0
51267,2025-02-22 09:00:00,Database,Low,Team C,0.43,0
51268,2025-01-09 23:00:00,Access,Low,Team C,1.45,0
51269,2025-02-19 21:00:00,Network,Critical,Team C,0.17,0
51270,2025-02-07 14:00:00,Application,High,Team C,2.0,0
51271,2025-03-06 16:00:00,Application,Low,Team C,0.02,0
51272,2025-05-03 06:00:00,Endpoint,Low,Team C,3.25,1
51273,2025-03-18 08:00:00,Database,Low,Team A,4.43,1
